QID,URI,Location
1,https://en.formulasearchengine.com/w/index.php?oldid=2459#math2459.3,
2,https://en.formulasearchengine.com/w/index.php?oldid=4050#math4050.189,
3,https://en.formulasearchengine.com/w/index.php?oldid=4189#math4189.50,
4,https://en.formulasearchengine.com/w/index.php?oldid=15332#math15332.68,
5,https://en.formulasearchengine.com/w/index.php?oldid=391#math391.114,
6,https://en.formulasearchengine.com/w/index.php?oldid=6937#math6937.5,
7,https://en.formulasearchengine.com/w/index.php?oldid=25610#math25610.24,
8,https://en.formulasearchengine.com/w/index.php?oldid=27419#math27419.4,
9,https://en.formulasearchengine.com/w/index.php?oldid=14488#math14488.36,
10,https://en.formulasearchengine.com/w/index.php?oldid=16784#math16784.38,
11,https://en.formulasearchengine.com/w/index.php?oldid=16716#math16716.20,
12,https://en.formulasearchengine.com/w/index.php?oldid=2875#math2875.2,
13,https://en.formulasearchengine.com/w/index.php?oldid=9319#math9319.2,
14,https://en.formulasearchengine.com/w/index.php?oldid=21982#math21982.43,
15,https://en.formulasearchengine.com/w/index.php?oldid=26321#math26321.4,
16,https://en.formulasearchengine.com/w/index.php?oldid=13492#math13492.85,
17,https://en.formulasearchengine.com/w/index.php?oldid=27275#math27275.2,
18,https://en.formulasearchengine.com/w/index.php?oldid=15283#math15283.17,
19,https://en.formulasearchengine.com/w/index.php?oldid=3897#math3897.2,
20,https://en.formulasearchengine.com/w/index.php?oldid=8808#math8808.39,
21,https://en.formulasearchengine.com/w/index.php?oldid=17336#math17336.30,
22,https://en.formulasearchengine.com/w/index.php?oldid=4416#math4416.4,
23,https://en.formulasearchengine.com/w/index.php?oldid=25343#math25343.3,
24,https://en.formulasearchengine.com/w/index.php?oldid=566#math566.28,
25,https://en.formulasearchengine.com/w/index.php?oldid=22618#math22618.22,
26,https://en.formulasearchengine.com/w/index.php?oldid=485#math485.10,
27,https://en.formulasearchengine.com/w/index.php?oldid=2623#math2623.0,
28,https://en.formulasearchengine.com/w/index.php?oldid=1227#math1227.93,
29,https://en.formulasearchengine.com/w/index.php?oldid=21692#math21692.5,
30,https://en.formulasearchengine.com/w/index.php?oldid=24277#math24277.5,
31,https://en.formulasearchengine.com/w/index.php?oldid=3625#math3625.19,
32,https://en.formulasearchengine.com/w/index.php?oldid=17517#math17517.2,
33,https://en.formulasearchengine.com/w/index.php?oldid=22538#math22538.9,
34,https://en.formulasearchengine.com/w/index.php?oldid=17497#math17497.55,
35,https://en.formulasearchengine.com/w/index.php?oldid=5626#math5626.4,
36,https://en.formulasearchengine.com/w/index.php?oldid=4630#math4630.12,
37,https://en.formulasearchengine.com/w/index.php?oldid=8338#math8338.87,
38,https://en.formulasearchengine.com/w/index.php?oldid=1320#math1320.31,
39,https://en.formulasearchengine.com/w/index.php?oldid=133#math133.6,
40,https://en.formulasearchengine.com/w/index.php?oldid=9082#math9082.33,
41,https://en.formulasearchengine.com/w/index.php?oldid=3545#math3545.1,
42,https://en.formulasearchengine.com/w/index.php?oldid=15433#math15433.5,
43,https://en.formulasearchengine.com/w/index.php?oldid=12471#math12471.96,
44,https://en.formulasearchengine.com/w/index.php?oldid=27611#math27611.0,
45,https://en.formulasearchengine.com/w/index.php?oldid=22412#math22412.10,
46,https://en.formulasearchengine.com/w/index.php?oldid=460#math460.81,
47,https://en.formulasearchengine.com/w/index.php?oldid=16803#math16803.53,
48,https://en.formulasearchengine.com/w/index.php?oldid=15858#math15858.3,
49,https://en.formulasearchengine.com/w/index.php?oldid=7473#math7473.12,
50,https://en.formulasearchengine.com/w/index.php?oldid=12130#math12130.56,
51,https://en.formulasearchengine.com/w/index.php?oldid=16788#math16788.2,
52,https://en.formulasearchengine.com/w/index.php?oldid=21960#math21960.157,
53,https://en.formulasearchengine.com/w/index.php?oldid=14318#math14318.10,
54,https://en.formulasearchengine.com/w/index.php?oldid=13072#math13072.63,
55,https://en.formulasearchengine.com/w/index.php?oldid=10050#math10050.2,
56,https://en.formulasearchengine.com/w/index.php?oldid=5363#math5363.5,
57,https://en.formulasearchengine.com/w/index.php?oldid=6693#math6693.9,
58,https://en.formulasearchengine.com/w/index.php?oldid=4787#math4787.50,
59,https://en.formulasearchengine.com/w/index.php?oldid=10209#math10209.4,
60,https://en.formulasearchengine.com/w/index.php?oldid=9833#math9833.26,
61,https://en.formulasearchengine.com/w/index.php?oldid=8877#math8877.7,
62,https://en.formulasearchengine.com/w/index.php?oldid=2951#math2951.17,
63,https://en.formulasearchengine.com/w/index.php?oldid=1588#math1588.20,
64,https://en.formulasearchengine.com/w/index.php?oldid=15120#math15120.56,
65,https://en.formulasearchengine.com/w/index.php?oldid=6392#math6392.10,
66,https://en.formulasearchengine.com/w/index.php?oldid=2482#math2482.8,
67,https://en.formulasearchengine.com/w/index.php?oldid=1666#math1666.30,
68,https://en.formulasearchengine.com/w/index.php?oldid=27027#math27027.0,
69,https://en.formulasearchengine.com/w/index.php?oldid=15167#math15167.0,
70,https://en.formulasearchengine.com/w/index.php?oldid=4480#math4480.29,
71,https://en.formulasearchengine.com/w/index.php?oldid=17690#math17690.4,
72,https://en.formulasearchengine.com/w/index.php?oldid=5763#math5763.20,
73,https://en.formulasearchengine.com/w/index.php?oldid=21482#math21482.45,
74,https://en.formulasearchengine.com/w/index.php?oldid=28602#math28602.8,
75,https://en.formulasearchengine.com/w/index.php?oldid=6724#math6724.5,
76,https://en.formulasearchengine.com/w/index.php?oldid=10488#math10488.25,
77,https://en.formulasearchengine.com/w/index.php?oldid=22206#math22206.83,
78,https://en.formulasearchengine.com/w/index.php?oldid=23061#math23061.9,
79,https://en.formulasearchengine.com/w/index.php?oldid=15872#math15872.32,
80,https://en.formulasearchengine.com/w/index.php?oldid=13966#math13966.2,
81,https://en.formulasearchengine.com/w/index.php?oldid=335#math335.16,
82,https://en.formulasearchengine.com/w/index.php?oldid=17232#math17232.32,
83,https://en.formulasearchengine.com/w/index.php?oldid=21545#math21545.2,
84,https://en.formulasearchengine.com/w/index.php?oldid=28184#math28184.6,
85,https://en.formulasearchengine.com/w/index.php?oldid=4212#math4212.21,
86,https://en.formulasearchengine.com/w/index.php?oldid=24328#math24328.67,
87,https://en.formulasearchengine.com/w/index.php?oldid=24263#math24263.100,
88,https://en.formulasearchengine.com/w/index.php?oldid=2926#math2926.30,
89,https://en.formulasearchengine.com/w/index.php?oldid=26177#math26177.10,
90,https://en.formulasearchengine.com/w/index.php?oldid=22382#math22382.3,
91,https://en.formulasearchengine.com/w/index.php?oldid=18056#math18056.74,
92,https://en.formulasearchengine.com/w/index.php?oldid=26815#math26815.17,
93,https://en.formulasearchengine.com/w/index.php?oldid=7260#math7260.15,
94,https://en.formulasearchengine.com/w/index.php?oldid=22755#math22755.2,
95,https://en.formulasearchengine.com/w/index.php?oldid=14285#math14285.1,
96,https://en.formulasearchengine.com/w/index.php?oldid=15596#math15596.27,
97,https://en.formulasearchengine.com/w/index.php?oldid=21658#math21658.67,
98,https://en.formulasearchengine.com/w/index.php?oldid=7629#math7629.87,
99,https://en.formulasearchengine.com/w/index.php?oldid=14812#math14812.9,
100,https://en.formulasearchengine.com/w/index.php?oldid=17319#math17319.15,
101,http://dlmf.nist.gov/1.5#E2,
102,http://dlmf.nist.gov/1.6#E16,
103,http://dlmf.nist.gov/1.9#E7,
104,http://dlmf.nist.gov/1.9#E21,
105,http://dlmf.nist.gov/1.10#E3,
106,http://dlmf.nist.gov/1.10#E22,
107,http://dlmf.nist.gov/1.11#E13,
108,http://dlmf.nist.gov/1.12#E7,
109,http://dlmf.nist.gov/1.13#E6,
110,http://dlmf.nist.gov/1.15#E49,
111,http://dlmf.nist.gov/2.5#E15,
112,http://dlmf.nist.gov/2.5#E18,
113,http://dlmf.nist.gov/2.7#E8,
114,http://dlmf.nist.gov/2.7#E19,
115,http://dlmf.nist.gov/24.2#Ex3,
116,http://dlmf.nist.gov/24.4#E18,
117,http://dlmf.nist.gov/24.13#E7,
118,http://dlmf.nist.gov/10.18#E17,
119,http://dlmf.nist.gov/10.18#E19,
120,http://dlmf.nist.gov/10.21#E16,
121,http://dlmf.nist.gov/10.21#E34,
122,http://dlmf.nist.gov/10.21#E44,
123,http://dlmf.nist.gov/10.21#E53,
124,http://dlmf.nist.gov/10.22#E46,
125,http://dlmf.nist.gov/10.23#E2,
126,http://dlmf.nist.gov/10.24#E7,
127,http://dlmf.nist.gov/10.40#E2,
128,http://dlmf.nist.gov/10.68#E2,
129,http://dlmf.nist.gov/13.9#E16,
130,http://dlmf.nist.gov/13.15#E20,
131,http://dlmf.nist.gov/13.23#E7,
132,http://dlmf.nist.gov/33.16#E5,
133,http://dlmf.nist.gov/26.6#E3,
134,http://dlmf.nist.gov/26.10#E18,
135,http://dlmf.nist.gov/26.14#E12,
136,http://dlmf.nist.gov/4.7#E14,
137,http://dlmf.nist.gov/4.21#E15,
138,http://dlmf.nist.gov/4.21#E19,
139,http://dlmf.nist.gov/4.23#E42,
140,http://dlmf.nist.gov/4.37#E29,
141,http://dlmf.nist.gov/4.38#E2,
142,http://dlmf.nist.gov/4.45#E2,
143,http://dlmf.nist.gov/19.7#E2,
144,http://dlmf.nist.gov/19.18#E4,
145,http://dlmf.nist.gov/19.20#E9,
146,http://dlmf.nist.gov/19.24#E13,
147,http://dlmf.nist.gov/19.25#E2,
148,http://dlmf.nist.gov/19.29#E33,
149,http://dlmf.nist.gov/7.5#E8,
150,http://dlmf.nist.gov/5.4#E17,
151,http://dlmf.nist.gov/5.5#E3,
152,http://dlmf.nist.gov/5.7#E4,
153,http://dlmf.nist.gov/5.7#E7,
154,http://dlmf.nist.gov/5.9#E10,
155,http://dlmf.nist.gov/5.10#E2,
156,http://dlmf.nist.gov/5.12#E12,
157,http://dlmf.nist.gov/5.20#E4,
158,http://dlmf.nist.gov/31.11#E5,
159,http://dlmf.nist.gov/31.16#E7,
160,http://dlmf.nist.gov/15.4#E23,
161,http://dlmf.nist.gov/15.4#E27,
162,http://dlmf.nist.gov/15.8#E20,
163,http://dlmf.nist.gov/36.2#E5,
164,http://dlmf.nist.gov/36.4#E13,
165,http://dlmf.nist.gov/8.12#E17,
166,http://dlmf.nist.gov/8.19#E15,
167,http://dlmf.nist.gov/22.16#E3,
168,http://dlmf.nist.gov/22.19#E1,
169,http://dlmf.nist.gov/22.20#E6,
170,http://dlmf.nist.gov/29.10#E3,
171,http://dlmf.nist.gov/29.15#E37,
172,http://dlmf.nist.gov/14.13#E4,
173,http://dlmf.nist.gov/14.19#E7,
174,http://dlmf.nist.gov/14.20#E21,
175,http://dlmf.nist.gov/28.8#E4,
176,http://dlmf.nist.gov/28.31#E13,
177,http://dlmf.nist.gov/21.7#E16,
178,http://dlmf.nist.gov/27.2#E14,
179,http://dlmf.nist.gov/27.4#E2,
180,http://dlmf.nist.gov/27.13#E3,
181,http://dlmf.nist.gov/18.5#E15,
182,http://dlmf.nist.gov/18.14#E7,
183,http://dlmf.nist.gov/18.17#E21,
184,http://dlmf.nist.gov/18.18#E31,
185,http://dlmf.nist.gov/18.25#E3,
186,http://dlmf.nist.gov/12.5#E3,
187,http://dlmf.nist.gov/12.14#E15,
188,http://dlmf.nist.gov/32.2#E31,
189,http://dlmf.nist.gov/32.2#E33,
190,http://dlmf.nist.gov/32.4#E13,
191,http://dlmf.nist.gov/32.7#Ex24,
192,http://dlmf.nist.gov/17.7#E4,
193,http://dlmf.nist.gov/17.12#E4,
194,http://dlmf.nist.gov/17.14#E1,
195,http://dlmf.nist.gov/20.6#E4,
196,http://dlmf.nist.gov/20.7#E10,
197,http://dlmf.nist.gov/20.7#E15,
198,http://dlmf.nist.gov/34.3#E10,
199,http://dlmf.nist.gov/34.5#E3,
200,http://dlmf.nist.gov/25.13#E2,
201,https://arxiv.org/abs/math/0611575,Page: 6; Formula: 1_48.8
202,https://arxiv.org/abs/math/0112281,Page: 2; Formula: 1_8.4
203,https://arxiv.org/abs/0904.3855,Page: 44; Formula: 1_220.496
204,https://arxiv.org/abs/0807.0872,Page: 6; Formula: 1_19.1
205,https://arxiv.org/abs/1304.0221,Page: 8; Formula: 1_58.8
206,https://arxiv.org/abs/0808.0112,Page: 16; Formula: 1_67.3
207,https://arxiv.org/abs/math/0607541,Page: 2; Formula: 1_2.5
208,https://arxiv.org/abs/cond-mat/0303425,Page: 4; Formula: 1_9.5
209,https://arxiv.org/abs/quant-ph/0212064,Page: 3; Formula: 1_6.22
210,https://arxiv.org/abs/1201.3480,Page: 5; Formula: 1_15.2
211,https://en.wikipedia.org/w/index.php?title=Convolution&oldid=812489678,Page: undefined; Formula: undefined
212,https://arxiv.org/abs/0705.0734,Page: 12; Formula: 1_95.1
213,https://arxiv.org/abs/math/0109141,Page: 18; Formula: 1_136.2
214,https://arxiv.org/abs/math/0007025,Page: 2; Formula: 1_12.16
215,https://arxiv.org/abs/1311.4261,Page: 9; Formula: 1_32.7
216,https://arxiv.org/abs/1001.3466,Page: 24; Formula: 1_117.2
217,https://arxiv.org/abs/1108.5641,Page: 1; Formula: 1_1.7
218,https://arxiv.org/abs/hep-th/9410244,Page: 4; Formula: 1_5.3
219,https://arxiv.org/abs/math/0407182,Page: 14; Formula: 1_115.3
220,https://arxiv.org/abs/1001.3171,Page: 3; Formula: 1_17
221,https://arxiv.org/abs/1203.0967,Page: 17; Formula: 1_68.3
222,https://arxiv.org/abs/hep-th/0102111,Page: 8; Formula: 1_37.5
223,https://arxiv.org/abs/astro-ph/0201511,Page: 6; Formula: 1_19.1
224,https://arxiv.org/abs/1107.1875,Page: 8; Formula: 1_31.4
225,https://arxiv.org/abs/hep-th/0302230,Page: 3; Formula: 1_22.3
226,https://arxiv.org/abs/hep-th/0304269,Page: 13; Formula: 1_31.7
227,https://arxiv.org/abs/math/9209209,Page: 10; Formula: 1_64.5
228,https://arxiv.org/abs/0910.1995,Page: 3; Formula: 1_13.5
229,https://arxiv.org/abs/1006.5139,Page: 4; Formula: 1_34.22
230,https://arxiv.org/abs/1201.5232,Page: 5; Formula: 1_35.3
231,https://arxiv.org/abs/0809.2368,Page: 30; Formula: 1_33.11
232,https://arxiv.org/abs/0904.3855,Page: 44; Formula: 1_369.6
233,https://arxiv.org/abs/funct-an/9312001,Page: 6; Formula: 1_32.1
234,https://arxiv.org/abs/hep-ph/9510444,Page: 9; Formula: 1_19.7
235,https://arxiv.org/abs/808.0112,Page: 20; Formula: 1_95.1
236,https://arxiv.org/abs/0901.0372,Page: 1; Formula: 1_1.3
237,https://arxiv.org/abs/1012.1813,Page: 2; Formula: 1_5.6
238,https://arxiv.org/abs/0811.2071,Page: 3; Formula: 1_6.13
239,https://arxiv.org/abs/0903.4405,Page: 3; Formula: 1_8.5
240,https://en.wikipedia.org/w/index.php?title=Logistic_function&oldid=813981843#In_ecology:_modeling_population_growth,Page: undefined; Formula: undefined
241,https://arxiv.org/abs/1104.3908,Page: 5; Formula: 1_46.8
242,https://arxiv.org/abs/hep-th/0012244,Page: 6; Formula: 1_12.22
243,https://arxiv.org/abs/math/0007025,Page: 1; Formula: 1_7.3
244,https://arxiv.org/abs/0704.1057,Page: 4; Formula: 1_12.1
245,https://arxiv.org/abs/math/0405591,Page: 1; Formula: 1_3.2
246,https://arxiv.org/abs/math/9209209,Page: 4; Formula: 1_22.4
247,https://arxiv.org/abs/1309.6878,Page: 10; Formula: 1_34.2
248,https://arxiv.org/abs/hep-th/0112147,Page: 10; Formula: 1_22.7
249,https://arxiv.org/abs/0706.0426,Page: 9; Formula: 1_19.20
250,https://arxiv.org/abs/1301.4628,Page: 5; Formula: 1_22.6
251,https://arxiv.org/abs/0801.3402,Page: 8; Formula: 1_17.7
252,https://arxiv.org/abs/0709.2365,Page: 20; Formula: 1_5.1
253,https://arxiv.org/abs/1107.1875,Page: 7; Formula: 1_22.1
254,https://arxiv.org/abs/hep-th/0105070,Page: 3; Formula: 1_3.2
255,https://arxiv.org/abs/1203.5687,Page: 2; Formula: 1_6.5
256,https://arxiv.org/abs/math/9304202,Page: 17; Formula: 1_70.3
257,https://arxiv.org/abs/1211.4830,Page: 7; Formula: 1_41.3
258,https://arxiv.org/abs/1012.1769,Page: 4; Formula: 1_28.4
259,https://arxiv.org/abs/1002.4757,Page: undefined; Formula: 1_3.9
260,https://arxiv.org/abs/math-ph/0302011,Page: 4; Formula: 1_24.2
261,https://arxiv.org/abs/math/0112298,Page: 6; Formula: 1_36.8
262,https://arxiv.org/abs/0904.3855,Page: 21; Formula: 1_163.1
263,https://arxiv.org/abs/1304.0221,Page: 7; Formula: 1_48.14
264,https://arxiv.org/abs/0903.5188,Page: 7; Formula: 1_40.3
265,https://arxiv.org/abs/1008.2721,Page: 4; Formula: 1_23.3
266,https://arxiv.org/abs/0906.0470,Page: 2; Formula: 1_3.2
267,https://arxiv.org/abs/cond-mat/0403678,Page: 5; Formula: 1_17.1
268,https://arxiv.org/abs/1401.4473,Page: 4; Formula: 1_11.2
269,https://arxiv.org/abs/0909.3596,Page: 108; Formula: 1_897.3
270,https://arxiv.org/abs/1308.2088,Page: 15; Formula: 1_103.3
271,https://arxiv.org/abs/hep-th/0409134,Page: 9; Formula: 1_28.6
272,https://arxiv.org/abs/cs/0612134,Page: 1; Formula: 1_1.2
273,https://arxiv.org/abs/math/0410481,Page: 7; Formula: 1_12.1
274,https://arxiv.org/abs/math/0602672,Page: 20; Formula: 1_118.8
275,https://arxiv.org/abs/hep-th/0308165,Page: 8; Formula: 1_15.2
276,https://arxiv.org/abs/math/0303079,Page: undefined; Formula: 1_1.20
277,https://arxiv.org/abs/1004.5489,Page: 8; Formula: 1_31.2
278,https://arxiv.org/abs/hep-th/0110074,Page: 11; Formula: 1_34.10
279,https://arxiv.org/abs/1104.3258,Page: 4; Formula: 1_15.4
280,https://arxiv.org/abs/0907.5178,Page: 8; Formula: 1_12.10
281,https://arxiv.org/abs/1209.3779,Page: 5; Formula: 1_3.1
282,https://en.wikipedia.org/wiki/Main_Page?oldid=706725587,Page: undefined; Formula: undefined
283,https://en.wikipedia.org/wiki/Main_Page?oldid=706630414,Page: undefined; Formula: undefined
284,https://en.wikipedia.org/w/index.php?title=Direct_sum&oldid=811027565,Page: undefined; Formula: undefined
285,https://en.wikipedia.org/w/index.php?title=Determinant&oldid=816202294,Page: undefined; Formula: undefined
286,https://en.wikipedia.org/w/index.php?title=Hypergeometric_function&oldid=811794098,Page: undefined; Formula: undefined
287,https://en.wikipedia.org/w/index.php?title=Continued_fraction&oldid=815453269,Page: undefined; Formula: undefined
288,https://en.wikipedia.org/w/index.php?title=Refractive_index&oldid=816572839,Page: undefined; Formula: undefined
289,https://en.wikipedia.org/w/index.php?title=Bifurcation_diagram&oldid=808112333,Page: undefined; Formula: undefined
290,https://en.wikipedia.org/w/index.php?title=Multimodal_learning&oldid=773553687#Restricted_Boltzmann_machine,Page: undefined; Formula: undefined
291,https://en.wikipedia.org/w/index.php?title=Newton%27s_laws_of_motion&oldid=817949656,Page: undefined; Formula: undefined
292,https://en.wikipedia.org/w/index.php?title=Legendre_symbol&oldid=805985930,Page: undefined; Formula: undefined
293,https://en.wikipedia.org/w/index.php?title=Quadratic_equation&oldid=817794149,Page: undefined; Formula: undefined
294,https://en.wikipedia.org/w/index.php?title=Binary_logarithm&oldid=804629916,Page: undefined; Formula: undefined
295,https://en.wikipedia.org/w/index.php?title=Binomial_coefficient&oldid=814715491,Page: undefined; Formula: undefined
296,https://en.wikipedia.org/w/index.php?title=L%27H%C3%B4pital%27s_rule&oldid=815126170,Page: undefined; Formula: undefined
297,https://en.wikipedia.org/w/index.php?title=Golomb_sequence&oldid=728620679,Page: undefined; Formula: undefined
298,https://en.wikipedia.org/w/index.php?title=Polynomial&oldid=815620499#Definition,Page: undefined; Formula: undefined
299,https://en.wikipedia.org/w/index.php?title=Common_logarithm&oldid=808088732,Page: undefined; Formula: undefined
300,,Page: undefined; Formula: undefined
301,https://en.wikipedia.org/w/index.php?title=Faraday%27s_law_of_induction&oldid=815475933#Maxwell%E2%80%93Faraday_equation,Page: undefined; Formula: undefined
302,https://en.wikipedia.org/w/index.php?title=Gamma_function&oldid=817055863,Page: undefined; Formula: undefined
303,https://en.wikipedia.org/w/index.php?title=Chain_rule&oldid=817695048,Page: undefined; Formula: undefined
304,https://en.wikipedia.org/w/index.php?title=Pythagorean_theorem&oldid=818212586,Page: undefined; Formula: undefined
305,https://en.wikipedia.org/w/index.php?title=Jensen%27s_inequality&oldid=809566303#Proof_1_(finite_form),Page: undefined; Formula: undefined
306,,Page: undefined; Formula: undefined
307,,Page: undefined; Formula: undefined
